,xcode,name,nationality,birthdate,gender,club
7203,4096,THOMA Jörg,GER, ,M, 
7204,5473,THOMAE Lara,NED,1993,F,National Team
7205,3378,THOMAS Jürgen,GER, ,M, 
7206,4569,THOMPSON Max,CAN,1984,M,Altius Nordic Ski Club
7207,4570,THOMPSON Robert,CAN,1986,M,Altius Nordic Ski Club
7208,3920,THOMPSON Tom,CAN, ,M, 
7209,8191,THORS Alva,FIN,2005,F,Vora If
7210,6586,THORSEN Kevin Rygh,NOR,1994,M,Steinkjer Skiklubb
7211,219637,THURE Otso,FIN,2004,M,Siilinjarven Ponnistus
7212,1972,THURNBICHLER Stefan,AUT,1984,M,Kitzbueheler Ski Club - KSC 
7213,4715,THURNBICHLER Thomas,AUT,1989,M,Kitzbueheler Ski Club - KSC 
7214,1901,TIAN Zhandong,CHN,1983,M,Jilin
7215,5681,TICAR Gregor,SLO,1990,M,SK Triglav Kranj
7216,7036,TIGIN Alexander,RUS,1997,M,Yfa
7217,5648,TIIRMAA Karl-August,EST,1989,M,Sportsclub Pohjakotkas Otepaa
7218,6595,TIKHONOVA Sofia,RUS,16-11-1998,F,Saint-Petersburg KOR1 Dinamo
7219,7603,TIKHONOVICH Aleksandra,RUS,2003,F,SDUSHOR LETAYUCHIY LYZHNIK
7220,6375,TIKKA Kauko,SWE,1950,M,Sveriges Backhoppar veteraner
7221,8559,TILLER Richard,SVK,2003,M,Sportovy klub lyziarov BB
7222,6402,TILLUNG Stian,NOR,1990,M,Vargar
7223,7732,TIMOFEEVA Kristina,RUS,22-03-2000,F,Saint-Peterburg Vyborgskaya sdusho
7224,4950,TIMONEN Ville Pekka,FIN,1986,M,Lieksan Hiihtoseura
7225,8966,TIMOR-LESTE,TLS, ,A, 
7226,8844,TIMOR-LESTE,TLS, ,M, 
7227,8736,TIMOR-LESTE,TLS, ,F, 
7228,9085,TIMOR-LESTE I,TLS, ,A, 
7229,9453,TIMOR-LESTE I,TLS, ,M, 
7230,9204,TIMOR-LESTE I,TLS, ,F, 
7231,9924,TIMOR-LESTE II,TLS, ,A, 
7232,9567,TIMOR-LESTE II,TLS, ,M, 
7233,9684,TIMOR-LESTE II,TLS, ,F, 
7234,9321,TIMOR-LESTE III,TLS, ,M, 
7235,9805,TIMOR-LESTE III,TLS, ,F, 
7236,3486,TIRKKONEN Pekka,FIN, ,M, 
7237,7086,TITOV Ruslan,RUS,1994,M,St. petersburg
7238,8329,TITTEL Adrian,GER,2004,M,SG Nickelhuette Aue
7239,7343,TKACHENKO Sergey,KAZ,08-06-1999,M,Ski Club VKO 
7240,2530,TOCHIMOTO Shohei,JPN,21-12-1989,M,Megmilk Snow Brand Ski Team
7241,4990,TOCZEK Sebastian,POL,1988,M,KS Start Krokiew Zakopane
7242,8273,TODESCHINI Yanis,SUI,2006,M,Vallee De joux
7243,2342,TOERMAENEN Jouko,FIN,1954,M, 
7244,4262,TOGAWA Hideo,JPN,1987,M, 
7245,8967,TOGO,TOG, ,A, 
7246,8845,TOGO,TOG, ,M, 
7247,8737,TOGO,TOG, ,F, 
7248,9086,TOGO I,TOG, ,A, 
7249,9454,TOGO I,TOG, ,M, 
7250,9205,TOGO I,TOG, ,F, 
7251,9925,TOGO II,TOG, ,A, 
7252,9568,TOGO II,TOG, ,M, 
7253,9685,TOGO II,TOG, ,F, 
7254,9322,TOGO III,TOG, ,M, 
7255,9806,TOGO III,TOG, ,F, 
7256,2605,TOIVONEN Seppo,SWE,1987,M, 
7257,4866,TOIYA Yuto,JPN,1989,M, 
7258,3005,TOKIDA Hiroshi,JPN,1981,M, 
7259,2670,TOLKKINEN Pekka,FIN, ,M, 
7260,6327,TOLLINGER Elias,AUT,1995,M,SV Innsbruck-Bergisel-Tirol
7261,5424,TOLOSA Maxime,FRA,1989,M,Samoens
7262,7342,TOLSTIKOVA Regina,KAZ,2000,F,Almaty Skiclub
7263,7408,TOMASELLI Giada,ITA,01-01-2003,F,G.S. MONTE GINER A.S.D.
7264,2581,TOMASI Lido,ITA,1955,M, 
7265,8585,TOMASIAK Kacper,POL,2007,M,LKS Klimczo Bystra
7266,4744,TOMAZIN Jan,SLO,1984,M,SK Triglav Kranj
7267,5631,TOMAZIN Ziga,SLO,1992,M,NSK Trzic Trifix
7268,4244,TOMII Gen,JPN,1973,M, 
7269,4384,TOMII Ichijin,JPN,1984,M, 
7270,6321,TOMII Kodai,JPN,1990,M, 
7271,5247,TOMII Kohdai,JPN,1990,M, 
7272,4350,TOMII Masashi,JPN,1985,M, 
7273,4347,TOMII Ryota,JPN,1984,M, 
7274,4514,TOMII Yusuke,JPN,1980,M, 
7275,5209,TOMILOV Vasiliy,RUS, ,M, 
7276,5697,TOMILOV Vasiliy,BLR,1988,M, 
7277,4867,TOMIMORI Daisuke,JPN,1980,M, 
7278,6389,TOMIO Roberto,ITA,1992,M,Us Dolomitica
7279,4535,TOMITA Shuhei,JPN,1980,M, 
7280,3974,TOMIYA Shigeki,JPN, ,M, 
7281,3776,TOMTEN Dave,USA, ,M, 
7282,2320,TOMTUM Bent,NOR, ,M, 
7283,8963,TONGA,TGA, ,A, 
7284,8841,TONGA,TGA, ,M, 
7285,8733,TONGA,TGA, ,F, 
7286,9082,TONGA I,TGA, ,A, 
7287,9450,TONGA I,TGA, ,M, 
7288,9201,TONGA I,TGA, ,F, 
7289,9921,TONGA II,TGA, ,A, 
7290,9564,TONGA II,TGA, ,M, 
7291,9681,TONGA II,TGA, ,F, 
7292,9318,TONGA III,TGA, ,M, 
7293,9802,TONGA III,TGA, ,F, 
7294,4098,TONHAUSER Josef,GER, ,M, 
7295,4620,TONKIN Richard,CAN, ,M, 
7296,7218,TONOIANI Levan,GEO,29-06-1992,M,Bakuriani
7297,4486,TONOSAKI Shota,JPN,1981,M, 
7298,4279,TONOSAKI Yutaka,JPN,1986,M, 
7299,6948,TOOMPUU Robert,EST,2000,M,Skiclub Nomme
7300,7591,TOPOR Marcin,POL,2001,M,Azs Zakopane
7301,4994,TOPOR Wojciech,POL,1987,M,KS Start Krokiew Zakopane
7302,7540,TOPORIS Nejc,SLO,24-09-2000,M,Sk Triglav kranj
7303,8419,TORAZZA Emely,SUI,2004,F,Riedern
7304,6580,TORGERSEN Hans Erik,NOR,1991,M,Sore Al il
7305,3829,TORMAENEN E.,FIN, ,M, 
7306,219607,TORMANEN Kalle,FIN,2003,M,Kuusamon Era-Veikot
7307,6429,TORNI Marcus,FIN,1995,M,Kiteen Urheilijat
7308,6564,TOROK Denisa,ROU,1997,F,Css Brasovia  csu brasov
7309,6559,TOROK Eduard,HUN,02-05-1997,M,Koszegi Sport Egyesulet
7310,8551,TOROPCHENOVA Diana,RUS,09-08-2002,F,RSA
7311,8229,TORSHOV Oeystein,NOR,15-08-2002,M,Skimt
7312,3795,TOTH Istvan,HUN, ,M, 
7313,8633,TOUSSAINT Ange,FRA,25-03-2003,M,AS GERARDMER SN
7314,6888,TOUX Hugo,FRA,1998,M,Skieurs Rousselands
7315,7874,TOVKES Nikita,RUS,18-09-1998,M,Sdushor Csp N. Novgorod
7316,4387,TOYAMA Naoya,JPN,1988,M, 
7317,4359,TOYAMA Takumi,JPN,1985,M, 
7318,5965,TOYOOKA Keisuke,JPN,1990,M, 
7319,8153,TRAASERUD Heidi Dyhre,NOR,2003,F,Heddal Il
7320,5753,TRACHUK Volodymyr,UKR,1985,M,Kremenets
7321,3706,TRAHAR Claude,CAN, ,M, 
7322,219666,TRAILOVIC Lana,AUT,2006,F,SV Innsbruck-Bergisel
7323,7239,TRAMBITAS Andreea Diana,ROU,31-05-2000,F,CS Dinamo Bucuresti
7324,5073,TRANA Sindre,NOR,1987,M,Vikersund IF
7325,7648,TRATNIK Taras,SLO,18-03-2003,M,Sk Zagorje
7326,5851,TRCEK Gaj,SLO,1987,M,Nd Ratece - planica
7327,8012,TREAND Emma,FRA,2003,F,Olympic Mont d or
7328,8207,TREAND Lilian,FRA,2005,M,Olympic Mont d or
7329,4946,TREITINGER Robert,AUT,1978,M, 
7330,7771,TREMBLAY Stephane,CAN,07-02-2003,M,ASJNC
7331,3206,TREVES Florian,FRA, ,M, 
7332,4092,TRIKKONEN Pekka,FIN, ,M, 
7333,7047,TRIMBITAS Raluca Madalina,ROU,1996,F,Css Brasovia
7334,8969,TRINIDAD   TOBAGO,TTO, ,A, 
7335,8847,TRINIDAD   TOBAGO,TTO, ,M, 
7336,8739,TRINIDAD   TOBAGO,TTO, ,F, 
7337,9088,TRINIDAD   TOBAGO I,TTO, ,A, 
7338,9456,TRINIDAD   TOBAGO I,TTO, ,M, 
7339,9207,TRINIDAD   TOBAGO I,TTO, ,F, 
7340,9927,TRINIDAD   TOBAGO II,TTO, ,A, 
7341,9570,TRINIDAD   TOBAGO II,TTO, ,M, 
7342,9687,TRINIDAD   TOBAGO II,TTO, ,F, 
7343,9324,TRINIDAD   TOBAGO III,TTO, ,M, 
7344,9808,TRINIDAD   TOBAGO III,TTO, ,F, 
7345,8458,TRITSCHER David,AUT,2003,M,Wsv Ramsau
7346,2683,TROEEN Jan Henrik,NOR,1963,M,Byaasen
7347,4225,TROEGER Felix,GER,1984,M,SV Stuetzengruen
7348,5760,TROFIMOV Roman Sergeevich,RUS,19-11-1989,M,Sdushor CSP N. Novgorod
7349,6874,TROGER Michael,ITA,1996,M, 
7350,2994,TRONTVEIT Jan-Inge,NOR,1976,M, 
7351,7653,TROSZOK Wojciech,POL,2004,M,WSS Wisla
7352,6433,TROY Matthias,AUT,1995,M,SC Egg
7353,4966,TRPIN Saso,SLO,1987,M,SSK Stol Zirovnica
7354,8272,TRUNZ Felix,SUI,2006,M,Am Bachtel
7355,2448,TRUNZ Martin,SUI,1970,M, 
7356,3495,TRUSSOW Nikolaj,SOV, ,M, 
7357,2557,TSAKADZE Kakhaber,GEO, ,M, 
7358,4612,TSCHALTSEV Alexandr,RUS,1985,M, 
7359,4119,TSCHANNEN Fritz,SUI, ,M, 
7360,2158,TSCHELOVENKO Dimitri,RUS,1974,M, 
7361,3649,TSCHERBAKOW Wiezelaw,SOV, ,M, 
7362,2669,TSCHERNAJEV Vladimir,SOV, ,M, 
7363,7769,TSCHIDA Luke,USA,1997,M,Minneapolis Ski Club
7364,7395,TSCHOFENIG Daniel,AUT,28-03-2002,M,SV Achomitz-Zahomc
7365,4157,TSCHUSCHNIG Lukas,AUT,1986,M, 
7366,2134,TSCHVIKOV Dimitri,KAZ,1976,M,Army
7367,4769,TSHULIN Maxim,RUS, ,M, 
7368,4948,TSUBINA Maxim,RUS,1978,M, 
7369,5208,TSUBOI Masamune,JPN,2006,M, 
7370,4377,TSUCHIYA Atsushi,JPN,1983,M, 
7371,5966,TSUCHIYA Tomo,JPN,1992,M, 
7372,8044,TSUJI Sota,JPN,2003,M,Tokai Unv.Sapporo Senior High Schoo
7373,4509,TSUKII Katsuo,JPN,1979,M, 
7374,3113,TSUROTA Takayuki,JPN, ,M, 
7375,2599,TSURUGA Sajae,JPN, ,M, 
7376,2930,TSURUMAKI Shinya,JPN,1971,M, 
7377,2996,TSURUTA Yasuhiro,JPN,1978,M, 
7378,7812,TSUSHIDA Hina,JPN,2003,F,Shimokawa Shogyo High School
7379,8262,TSUSHIDA Uta,JPN,2005,F, 
7380,4868,TSUTSUMI Yoshihiro,JPN,1981,M, 
7381,8611,TSVIETKOV Denys,UKR,2004,M,Vorokhta Ski School
7382,5703,TSVIKLINSKIY Dmitry,RUS,1991,M, 
7383,2591,TUCHSCHERER Klaus,AUT, ,M, 
7384,8296,TUCZAI Izabella,HUN,2006,F, 
7385,5671,TUDOR Remus,ROU,1993,M,CSU Brasov
7386,2857,TUFF Stein Henrik,NOR,1974,M,Selsbakk
7387,5475,TUITEL Michel,NED,1992,M,Dutch Nordic Team
7388,7577,TUKHTAEVA Alina,KAZ,2001,F,Almaty Ski club
7389,7580,TUKHTAYEVA Amina,KAZ,2004,F,Almaty Ski club
7390,6604,TUOMISTO Sanni,FIN,1994,F,Puijo Ski Club
7391,3252,TUOVINEN Raimo,FIN, ,M, 
7392,3682,TUPURAINEN Rauli,FIN, ,M, 
7393,5542,TURCZAK Konrad,POL,1992,M,SSR Sokol Szczyrk
7394,7127,TURDYBAKIYEV Islam,KAZ,2001,M,Almaty Skiclub
7395,2860,TURIDD T.,FIN, ,M, 
7396,6499,TURILOV Vladimir,RUS,1993,M, 
7397,5856,TURJAK Alen,SLO,1992,M,SSK Velenje
7398,8970,TURKEY,TUR, ,A, 
7399,7966,TURKEY,TUR, ,M, 
7400,8740,TURKEY,TUR, ,F, 
7401,9089,TURKEY I,TUR, ,A, 
7402,9457,TURKEY I,TUR, ,M, 
7403,9208,TURKEY I,TUR, ,F, 
7404,9928,TURKEY II,TUR, ,A, 
7405,9571,TURKEY II,TUR, ,M, 
7406,9688,TURKEY II,TUR, ,F, 
7407,9325,TURKEY III,TUR, ,M, 
7408,9809,TURKEY III,TUR, ,F, 
7409,2865,TURKKI T.,FIN, ,M, 
7410,7928,TURREL Ambre,FRA,2003,F,C.S courchevel
7411,7586,TURSUNZHANOV Nurshat,KAZ,08-02-2003,M, 
7412,3170,TURUNEN Antti,FIN, ,M, 
7413,3085,TURUNEN Petri,FIN, ,M, 
7414,3783,TUSCH Rudi,GER, ,M, 
7415,1910,TUSS Birgit,GER,1985,F,SK Winterberg
7416,4242,TUTCZAI P Ter,HUN,1975,M, 
7417,2674,TVEDT Ole Erik,NOR, ,M, 
7418,5897,TVEITE Morten,NOR,1991,M,Eldar IL
7419,2620,TVEITEN Stein Eric,NOR,1961,M,Veggli
7420,7237,TWARDOSZ Anna,POL,12-04-2001,F,AZS AWF Katowice
7421,6992,TWARDOSZ Pawel,POL,1998,M,Pks Olimpijczyk gilowice
7422,7350,TYRODE Mael,FRA,2000,M,S.C les fourgs
7423,8909,U.S. VIRGIN ISLANDS,ISV, ,A, 
7424,8795,U.S. VIRGIN ISLANDS,ISV, ,M, 
7425,8686,U.S. VIRGIN ISLANDS,ISV, ,F, 
7426,9031,U.S. VIRGIN ISLANDS I,ISV, ,A, 
7427,9400,U.S. VIRGIN ISLANDS I,ISV, ,M, 
7428,9150,U.S. VIRGIN ISLANDS I,ISV, ,F, 
7429,9869,U.S. VIRGIN ISLANDS II,ISV, ,A, 
7430,9515,U.S. VIRGIN ISLANDS II,ISV, ,M, 
7431,9632,U.S. VIRGIN ISLANDS II,ISV, ,F, 
7432,9990,U.S. VIRGIN ISLANDS III,ISV, ,A, 
7433,9267,U.S. VIRGIN ISLANDS III,ISV, ,M, 
7434,9749,U.S. VIRGIN ISLANDS III,ISV, ,F, 
7435,3978,UCHANJOV Andrej,RUS, ,M, 
7436,7837,UDINTCOVA Elizaveta,RUS,2004,F, 
7437,6521,UDOVIC Borut,SLO,1998,M,Sk Zagorje
7438,4414,UEDA Masaya,JPN,1983,M, 
7439,2531,UEDA Naoki,JPN,1985,M, 
7440,6320,UEHARA Kouta,JPN,1991,M, 
7441,6653,UEHARA Takuma,JPN,1995,M, 
7442,4869,UEHARA Tomokazu,JPN,1985,M, 
7443,2941,UENO Shingo,JPN,1973,M,NTT Higashinihon Hokkaido
7444,3009,UENO Takashi,JPN, ,M, 
7445,3139,UESUGI Hiroki,JPN, ,M, 
7446,6965,UHRMANN Aaron,GER,27-01-1999,M,Wsv Djk rastbuechl
7447,2010,UHRMANN Michael,GER,1978,M,WSV DJK Rastbuechl
7448,7999,UKRAINE,UKR, ,A, 
7449,91804,UKRAINE,UKR, ,M, 
7450,7965,UKRAINE,UKR, ,F, 
7451,9091,UKRAINE I,UKR, ,A, 
7452,9459,UKRAINE I,UKR, ,M, 
7453,9210,UKRAINE I,UKR, ,F, 
7454,9930,UKRAINE II,UKR, ,A, 
7455,9573,UKRAINE II,UKR, ,M, 
7456,9690,UKRAINE II,UKR, ,F, 
7457,9327,UKRAINE III,UKR, ,M, 
7458,9811,UKRAINE III,UKR, ,F, 
7459,6955,ULAGA Nejc,SLO,1998,M,Ssk Costella ilirija
7460,2377,ULAGA Primoz,SLO,1962,M, 
7461,7593,ULBRICHT Moritz,GER,2002,M,Sc Willingen
7462,5266,ULEWICZ Denis,GER,1989,M,SV Meßstetten
7463,3102,ULIMOEN Eirik,NOR,1981,M,Oestre Toten
7464,5421,ULITIN Egor,RUS,1990,M,Nyzhny Novgorod
7465,2238,ULLAND Olaf,NOR, ,M, 
7466,7398,ULM Robin,AUT,2003,M,Naturfreunde Fohnsdorf
7467,5404,ULMER Christian,GER,1984,M,SC Wiesensteig
7468,7823,ULRICHOVA Klara,CZE,2004,F,TJ Dukla Frenstat pod Radhostem
7469,4090,ULRYCH Emil,CZE, ,M, 
7470,2130,UMEZAKI Keita,JPN,1981,M,Megmilk Snow Brand Ski Team
7471,4738,UNGER Eric,GER,1990,M,WSG Rodewisch
7472,8312,UNGER Johann,GER,2006,M,Vsc Klingenthal
7473,8436,UNGER Nils,GER,1999,M, 
7474,8291,UNGLAUBE Max,GER,2006,M,WSV 1923 Bad Freienwalde e.V.
7475,3864,UNGRICHT J.,SUI, ,M, 
7476,8971,UNITED ARAB EMIRATES,UAE, ,A, 
7477,8848,UNITED ARAB EMIRATES,UAE, ,M, 
7478,8741,UNITED ARAB EMIRATES,UAE, ,F, 
7479,9090,UNITED ARAB EMIRATES I,UAE, ,A, 
7480,9458,UNITED ARAB EMIRATES I,UAE, ,M, 
7481,9209,UNITED ARAB EMIRATES I,UAE, ,F, 
7482,9929,UNITED ARAB EMIRATES II,UAE, ,A, 
7483,9572,UNITED ARAB EMIRATES II,UAE, ,M, 
7484,9689,UNITED ARAB EMIRATES II,UAE, ,F, 
7485,9326,UNITED ARAB EMIRATES III,UAE, ,M, 
7486,9810,UNITED ARAB EMIRATES III,UAE, ,F, 
7487,8000,UNITED STATES OF AMERICA,USA, ,A, 
7488,75319,UNITED STATES OF AMERICA,USA, ,M, 
7489,123976,UNITED STATES OF AMERICA,USA, ,M, 
7490,75835,UNITED STATES OF AMERICA ,USA, ,F, 
7491,9093,UNITED STATES OF AMERICA I,USA, ,A, 
7492,9461,UNITED STATES OF AMERICA I,USA, ,M, 
7493,9212,UNITED STATES OF AMERICA I,USA, ,F, 
7494,9932,UNITED STATES OF AMERICA II,USA, ,A, 
7495,9575,UNITED STATES OF AMERICA II,USA, ,M, 
7496,9692,UNITED STATES OF AMERICA II,USA, ,F, 
7497,9329,UNITED STATES OF AMERICA III,USA, ,M, 
7498,9813,UNITED STATES OF AMERICA III,USA, ,F, 
7499,3873,UNOSEN Jens,NOR, ,M, 
7500,1945,UNTERBERGER David,AUT,1988,M,SV Villach
7501,8058,UNTERWEGER Lukas,AUT,1998,M,Sv Villach
7502,3494,UOTINEN Pentti,FIN,1931,M, 
7503,2043,URAM Matej,SVK,1983,M,LKS Dukla Banska Bystrica
7504,7926,URAN Mario,AUT,1998,M,SZ Velden
7505,4401,URASAWA Takaki,JPN,1988,M, 
7506,5967,URASAWA Yoshiharu,JPN,1992,M, 
7507,4333,URBANC Rok,SLO,28-02-1985,M,SK Triglav Kranj
7508,3910,URBANCIC Marjan,SLO, ,M, 
7509,7534,URBANIJA COZ Kaja,SLO,2001,F,Ssk Smartno na pohorju
7510,4992,URBANSKI Pawel,POL,1987,M,KS Start Krokiew Zakopane
7511,6164,URBAS Damian,POL,1994,M,UKS SOLTYSIANIE STARE BYSTRE
7512,6990,URBAS Tymoteusz,POL,1996,M,Azs Zakopane
7513,5029,UREK Roman,SLO,1990,M,SSK Stol Zirovnica
7514,2814,URH-ZUPAN Primoz,SLO,1983,M,SK Triglav Kranj
7515,7553,URLAUB Andrew,USA,12-04-2001,M,Flying Eagles Ski Club
7516,5408,URLEB Ziga,SLO,1988,M,SSK Velenje
7517,8973,URUGUAY,URU, ,A, 
7518,8850,URUGUAY,URU, ,M, 
7519,8743,URUGUAY,URU, ,F, 
7520,9092,URUGUAY I,URU, ,A, 
7521,9460,URUGUAY I,URU, ,M, 
7522,9211,URUGUAY I,URU, ,F, 
7523,9931,URUGUAY II,URU, ,A, 
7524,9574,URUGUAY II,URU, ,M, 
7525,9691,URUGUAY II,URU, ,F, 
7526,9328,URUGUAY III,URU, ,M, 
7527,9812,URUGUAY III,URU, ,F, 
7528,6031,USACHEV Egor,RUS,1991,M,"Perm, Center for Sports Trainig"
7529,5464,USHAKOV Alexander,RUS,1989,M, 
7530,7063,USTARKHANOV Mayrbek,RUS,1985,M, 
7531,4447,USUI Tomoyuki,JPN,1982,M, 
7532,4369,USUI Yoshitaka,JPN,1984,M, 
7533,2532,UTAGAWA Riku,JPN,1988,M, 
7534,6687,UTEV Artem,RUS,26-05-1993,M,Ski school SDUSSHOR Start SCT Kudym
7535,6803,UUSI-AUTTI Joonas,FIN,1994,M,Ounasvaaran Hiihtoseura
7536,8424,UUSITALO Kalle,FIN,06-03-1974,M,Lahti Ski club
7537,8975,UZBEKISTAN,UZB, ,A, 
7538,8851,UZBEKISTAN,UZB, ,M, 
7539,8745,UZBEKISTAN,UZB, ,F, 
7540,9094,UZBEKISTAN I,UZB, ,A, 
7541,9462,UZBEKISTAN I,UZB, ,M, 
7542,9213,UZBEKISTAN I,UZB, ,F, 
7543,9933,UZBEKISTAN II,UZB, ,A, 
7544,9576,UZBEKISTAN II,UZB, ,M, 
7545,9693,UZBEKISTAN II,UZB, ,F, 
7546,9330,UZBEKISTAN III,UZB, ,M, 
7547,9814,UZBEKISTAN III,UZB, ,F, 
7548,2351,V. GRUENIGEN Ernst,SUI, ,M, 
7549,3609,V. NORDHEIM Juergen,DDR, ,M, 
7550,6374,VAARA Reino,SWE,1946,M,Sveriges Backhoppar veteraner
7551,2696,VACEK Bohumil,CZE, ,M, 
7552,8295,VACOVNIK KOTNIK Ozbej,SLO,2006,M,Sd Vizore
7553,4023,VACULA Jan,CZE,1982,M, 
7554,3028,VACULIK Frantisek,CZE,1984,M,Dukla Liberec
7555,4236,VACULIK Ondrej,CZE,1986,M,Dukla Liberec
7556,3171,VAEAENAENEN Petteri,FIN,1979,M, 
7557,2507,VAEAETAEINEN Janne,FIN,1975,M, 
7558,3710,VAEISAENEN Heikki,FIN,1943,M, 
7559,6945,VAGUL Grete,EST,2001,F,Vaguli Sportclub
7560,8546,VAGUL Kaimar,EST,2007,M,Vaguli SK
7561,6383,VAHT Alan,EST,1976,M,Nomme Skiclub
7562,6384,VAHT Magnus,EST,1975,M,Nomme Skiclub
7563,8147,VAKHRUSHEV Aleksandr,RUS,29-08-1999,M,Aist Nizhny tagil
7564,6622,VALITOV Ildar,RUS,25-04-1994,M,Uor-2 Moscow
7565,6890,VALJAVEC Luka,SLO,1996,M,Nsk Trzic trifix
7566,7186,VALLET Edgar,FRA,2000,M,Csr Pontarlier
7567,6439,VALLET Robin,FRA,1995,M,Mouthe
7568,2251,VALONEN L.,SWE,1987,M, 
7569,6000,VALTA Ossi-Pekka,FIN,1991,M,Lahden Hiihtoseura
7570,7185,VALTINER Noah,AUT,1999,M,SV Schwarzach-Salzburg
7571,7873,VALTO Kasperi,FIN,2003,M,Lahden Hiihtoseura
7572,6228,VAMBERTA Tomas,CZE,1988,M,Nove Mesto na Morave
7573,4637,VAN Lindsey,USA,1984,F,Womens Ski Jumping USA
7574,3356,VAN BAARLE Boy,NED,1983,M,Delft
7575,5103,VAN ES Sean,CAN,1989,M,Altius Nordic Ski Club
7576,2955,VAN HAL Peter,NED, ,M, 
7577,6883,VANCURA Tomas,CZE,1996,M,TJ Dukla Liberec
7578,8393,VANDEL Mathieu,FRA,2003,M,Sc Bois d amont
7579,6792,VANINI Edouard,FRA,1994,M,Bois D amont
7580,6332,VANINI Leo,FRA,1995,M,Bois D amont
7581,4751,VANLOAN Carl,USA,1900,M, 
7582,6995,VANSKA Elias,FIN,1996,M,Lieksa Ski club
7583,5782,VARESCO Daniele,ITA,1995,M,G.S. FIAMME ORO MOENA
7584,3939,VARUTTI Roberto,ITA, ,M, 
7585,3952,VASHURIN Evgeny,SOV, ,M, 
7586,6512,VASKINA Viktoria,RUS,1995,F, 
7587,3296,VASKO Stanislav,CZE, ,M, 
7588,7229,VASKUL Andrii,UKR,01-04-1999,M,COP of Winter Sports
7589,6012,VASSEUR Alexis,FRA,1995,M,Courchevel
7590,2813,VASSILIEV Dmitriy,RUS,26-12-1979,M,GBU TSOVS Moskovskaya obl MBU SSHOR
7591,7888,VASSILYEV Danil,KAZ,2004,M, 
7592,4127,VASUT Vaclav,CZE, ,M, 
7593,3337,VAVERKA Jiri,CZE, ,M, 
7594,7410,VAVERKA Petr,CZE,2003,M,TJ Dukla Frenstat pod Radhostem
7595,7784,VAXELAIRE Lilian,FRA,1998,M,YOG 2016
7596,8161,VAYNEROVA Eva,RUS,20-05-2002,F,Sankt Peterburg kor 1  vyborgskaya 
7597,2484,VDOVENKO Valery,SOV, ,M, 
7598,3210,VECHET Pavel,CZE, ,M, 
7599,4937,VEGELJ Tadej,SLO,1985,M,SSK Alpina
7600,2012,VELLAR Massimo,ITA,1977,M,G.S. Fiamme Gialle
7601,5987,VELTA Rune,NOR,1989,M,Lommedalen IL
7602,8976,VENEZUELA,VEN, ,A, 
7603,8852,VENEZUELA,VEN, ,M, 
7604,8746,VENEZUELA,VEN, ,F, 
7605,9095,VENEZUELA I,VEN, ,A, 
7606,9463,VENEZUELA I,VEN, ,M, 
7607,9214,VENEZUELA I,VEN, ,F, 
7608,9934,VENEZUELA II,VEN, ,A, 
7609,9577,VENEZUELA II,VEN, ,M, 
7610,9694,VENEZUELA II,VEN, ,F, 
7611,9331,VENEZUELA III,VEN, ,M, 
7612,9815,VENEZUELA III,VEN, ,F, 
7613,8333,VENTURINI Bryan,ITA,2006,M,U.S. DOLOMITICA A.S.D.
7614,2221,VENZI V.,ITA, ,M, 
7615,6109,VERBAJS Tomaz,SLO,1995,M,SK Racna
7616,7741,VERBIC Silva,SLO,31-03-2002,F,Sk Triglav kranj
7617,3033,VERBY Magnus,NOR, ,M, 
7618,5349,VEREDYUK Volodymyr,UKR,1993,M,Vorokhta Ski School
7619,3427,VERETENIKOV Mihajl,SOV, ,M, 
7620,8304,VERNIER Matheo,FRA,2006,M,As Mouthe
7621,2390,VERVEIKIN Andzey,KAZ,1966,M, 
7622,6511,VESELOV Denis,RUS,03-02-1991,M, 
7623,6265,VESHCHIKOVA Anastasia,RUS,1995,F,Moscow SHVSM
7624,4240,VESI Priidik,EST,1986,M,Sportclub Otepaa
7625,7939,VETELAINEN Jonne,FIN,12-07-2000,M,Kuusamon Era-veikot
7626,8357,VETRIH Nika,SLO,2003,F,Ssk Velenje
7627,2376,VETTORI Ernst,AUT,1964,M, 
7628,3984,VETTORI Guenter,AUT, ,M, 
7629,6627,VETTORI Nils,AUT,1991,M,Hsv Absam-bergisel
7630,7535,VIDIC Matija,SLO,30-08-2000,M,SSK Ilirija
7631,8292,VIDMAR Ursa,SLO,2006,F,Ssk Ilirija
7632,7419,VIEHHAUSER Simon,AUT,13-05-2001,M,Union Turn und SV St. Veit
7633,5069,VIEN Anders,NOR,1979,M,Bakkelagets Sportsklubb
7634,2938,VIK Bjarte-Engen,NOR, ,M, 
7635,8245,VIKAN Simen,NOR,16-08-2001,M,Steinkjer Skiklubb
7636,8034,VIKEN Jonas,NOR,28-02-1997,M,Steinkjer Skiklubb
7637,4602,VILBERG Andreas,NOR,1985,M,Jardar IL
7638,5771,VILIVCHUK Oleh,UKR,1993,M,Kremenets
7639,6982,VILLUMSTAD Fredrik,NOR,21-03-1999,M,SKIMT
7640,5783,VINANTE Alessandro,ITA,1993,M,Us Dolomitica
7641,8392,VINCENT Lucas,FRA,06-03-2003,M,Premanon Ski club
7642,219603,VINCIGUERRA Francesco,ITA,1990,M,S.C. 3PUNTO3 S.R.L. S.D.
7643,2232,VINJARENGEN Hans,NOR, ,M, 
